"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.573785154E1,1.549366760E1,6.116622925E0,-4.584158325E1
1.583796454E1,1.727673340E1,3.123977661E0,-4.508703613E1
1.593807754E1,1.347541809E1,3.337692261E0,-4.630920410E1
1.603819154E1,1.383564758E1,5.163848877E0,-4.612429810E1
1.613830454E1,1.169755554E1,1.796463013E0,-4.680068970E1
1.623841687E1,1.033116150E1,1.190948486E0,-4.711856079E1
1.633852987E1,1.236297607E1,3.647613525E0,-4.677142334E1
1.643864387E1,1.752323914E1,3.383743286E0,-4.473056030E1
1.653875687E1,1.574636841E1,1.943817139E0,-4.537158203E1
1.663886987E1,1.410531616E1,2.565628052E0,-4.607656860E1
1.673898387E1,1.634017944E1,1.071929932E0,-4.508959961E1
1.683909687E1,1.483927917E1,-8.393478394E-1,-4.564056396E1
1.693920987E1,1.397926331E1,1.100509644E0,-4.577859497E1
1.703932287E1,1.435725403E1,1.860443115E0,-4.528182983E1
1.713943687E1,1.488627625E1,1.213195801E0,-4.480752563E1
1.723955000E1,1.359489441E1,1.649551392E0,-4.541348267E1
1.733966300E1,1.325399780E1,3.433349609E0,-4.582653809E1
1.743977700E1,1.255342102E1,1.581176758E0,-4.599105835E1
1.753989000E1,9.452850342E0,7.658538818E-1,-4.691683960E1
1.764000300E1,1.187889099E1,3.655044556E0,-4.613986206E1
1.774011600E1,1.466619873E1,2.150878906E0,-4.497622681E1
1.784023000E1,1.228436279E1,1.053390503E0,-4.574560547E1
1.794034300E1,1.412663269E1,2.957077026E0,-4.536294556E1
1.804045600E1,1.966839600E1,2.509780884E0,-4.314190674E1
1.814057000E1,2.353987122E1,2.290390015E0,-4.055349731E1
1.824068312E1,2.781365967E1,4.259399414E0,-3.778448486E1
1.834079612E1,3.198704529E1,7.992187500E0,-3.333441162E1
1.844090912E1,3.747206116E1,1.389294434E1,-2.467526245E1
1.854102312E1,4.037600708E1,1.966622925E1,-1.559106445E1
1.864113612E1,3.975720215E1,2.468550110E1,-9.758514404E0
1.874124912E1,3.809132385E1,2.848159790E1,-7.163055420E0
1.884136312E1,3.659725952E1,3.088107300E1,-4.743438721E0
1.894147612E1,3.581605530E1,3.241659546E1,-6.141662598E-1
1.904158912E1,3.522836304E1,3.333782959E1,2.697875977E0
1.914170212E1,3.477821350E1,3.375494385E1,3.212036133E0
1.924181542E1,3.440185547E1,3.428703308E1,3.646575928E0
1.934192842E1,3.382792664E1,3.493109131E1,4.257812500E0
1.944204142E1,3.270001221E1,3.560409546E1,6.708892822E0
1.954215442E1,3.084388733E1,3.720684814E1,9.669189453E0
1.964226842E1,2.923213196E1,3.912261963E1,1.160662842E1
