"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.233758413E1,-1.343456268E0,-2.577789459E0,9.358089752E0
3.243770313E1,-1.465302887E0,-2.581381989E0,9.386829987E0
3.253782112E1,-1.565893707E0,-2.596051483E0,9.417665863E0
3.263793887E1,-1.459614716E0,-2.541564789E0,9.469458160E0
3.273805688E1,-1.448687439E0,-2.656076660E0,9.345964966E0
3.283817488E1,-1.469494171E0,-2.586321716E0,9.334289246E0
3.293829387E1,-1.309177551E0,-2.640209656E0,9.406888275E0
3.303841188E1,-1.376687164E0,-2.622546387E0,9.325756989E0
3.313852988E1,-1.398092651E0,-2.580932922E0,9.355395355E0
3.323864787E1,-1.403032379E0,-2.619552612E0,9.355245667E0
3.333876587E1,-1.473236389E0,-2.614313507E0,9.364975433E0
3.343888388E1,-1.398092651E0,-2.681523743E0,9.382788391E0
3.353900288E1,-1.500779114E0,-2.661315765E0,9.394314423E0
3.363912129E1,-1.400637360E0,-2.602787476E0,9.384135590E0
3.373923929E1,-1.432071991E0,-2.545307007E0,9.410031738E0
3.383935729E1,-1.379082184E0,-2.635120239E0,9.314680023E0
3.393947529E1,-1.294508057E0,-2.561623077E0,9.284442902E0
3.403959329E1,-1.358724518E0,-2.545007629E0,9.354347534E0
3.413971229E1,-1.383273468E0,-2.555336151E0,9.368268585E0
3.423983029E1,-1.425036621E0,-2.516866150E0,9.361831970E0
3.433994829E1,-1.498833160E0,-2.541115723E0,9.323062592E0
3.444006629E1,-1.358874207E0,-2.576442261E0,9.424401855E0
3.454018429E1,-1.295705566E0,-2.524051208E0,9.273665314E0
3.464030250E1,-1.487606506E0,-2.427651672E0,9.332343292E0
3.474042050E1,-1.541943512E0,-2.468367004E0,9.366023254E0
3.484053850E1,-1.456770630E0,-2.542013855E0,9.392368469E0
3.494065650E1,-1.453028412E0,-2.572550354E0,9.356592865E0
3.504077450E1,-1.510957947E0,-2.512974243E0,9.322763214E0
3.514089250E1,-1.494791565E0,-2.511327667E0,9.411977692E0
3.524101150E1,-1.504221954E0,-2.508633270E0,9.361682281E0
3.534112950E1,-1.508562927E0,-2.496209106E0,9.352102203E0
3.544124750E1,-1.530417480E0,-2.524051208E0,9.376052399E0
3.554136550E1,-1.499731293E0,-2.514022064E0,9.370663605E0
3.564148400E1,-1.585053864E0,-2.490371246E0,9.354048157E0
3.574160300E1,-1.602268066E0,-2.552492065E0,9.378597107E0
3.584172100E1,-1.654210052E0,-2.584525452E0,9.317374420E0
3.594183900E1,-1.407073975E0,-2.480940857E0,9.324409790E0
3.604195700E1,-1.805096283E0,-2.630030823E0,9.367969208E0
3.614207500E1,-1.514550476E0,-2.519111481E0,9.268725586E0
3.624219300E1,-1.552272034E0,-2.542313232E0,9.358987885E0
3.634231200E1,-1.550625458E0,-2.576442261E0,9.346563721E0
3.644243000E1,-1.529070282E0,-2.525398407E0,9.382339325E0
3.654254800E1,-1.537602539E0,-2.590363312E0,9.408534851E0
3.664266629E1,-1.522933044E0,-2.564916229E0,9.383686523E0
3.674278429E1,-1.515298920E0,-2.524350586E0,9.354048157E0
3.684290229E1,-1.475182343E0,-2.518961792E0,9.311985626E0
3.694302129E1,-1.514251099E0,-2.528841248E0,9.358239441E0
3.704313929E1,-1.501078491E0,-2.468516693E0,9.344318390E0
3.714325729E1,-1.525627441E0,-2.488874359E0,9.294921112E0
3.724337529E1,-1.498982849E0,-2.533032532E0,9.352401581E0
3.734349329E1,-1.448537750E0,-2.466121674E0,9.294621735E0
3.744361129E1,-1.391805725E0,-2.532882843E0,9.366472321E0
3.754373029E1,-1.497186584E0,-2.464924164E0,9.338330841E0
3.764384813E1,-1.489402771E0,-2.492466888E0,9.345515900E0
3.774396613E1,-1.503922577E0,-2.484533386E0,9.304501190E0
3.784408413E1,-1.634600830E0,-2.494712219E0,9.398805084E0
3.794420212E1,-1.471739502E0,-2.561772766E0,9.430838470E0
3.804432013E1,-1.595083008E0,-2.580932922E0,9.389823761E0
3.814443913E1,-1.502425690E0,-2.520308990E0,9.341174927E0
3.824455712E1,-1.463207245E0,-2.521805878E0,9.320368195E0
3.834467513E1,-1.512005768E0,-2.549049225E0,9.348809052E0
3.844479313E1,-1.521286469E0,-2.610571289E0,9.397158508E0
3.854491112E1,-1.549278259E0,-2.541415100E0,9.312734070E0
3.864502854E1,-1.549877014E0,-2.468067627E0,9.347461853E0
3.874514754E1,-1.508413239E0,-2.549647980E0,9.346264343E0
3.884526554E1,-1.542691956E0,-2.540816345E0,9.333540802E0
3.894538354E1,-1.501078491E0,-2.475102997E0,9.318871307E0
3.904550154E1,-1.637744293E0,-2.502046967E0,9.364077301E0
3.914561954E1,-1.478924561E0,-2.472707977E0,9.351204071E0
3.924573754E1,-1.538949738E0,-2.510130157E0,9.361981659E0
3.934585654E1,-1.338067474E0,-2.488574982E0,9.341623993E0
3.944597454E1,-1.489402771E0,-2.471211090E0,9.373358002E0
3.954609254E1,-1.520987091E0,-2.525847473E0,9.382788391E0
3.964621063E1,-1.535057831E0,-2.495310974E0,9.362430725E0
3.974632862E1,-1.394500122E0,-2.494861908E0,9.380543060E0
3.984644663E1,-1.452579346E0,-2.486778717E0,9.308991852E0
3.994656563E1,-1.430126038E0,-2.437830505E0,9.333391113E0
4.060980662E1,-1.872306519E0,-4.423301697E0,8.548573151E0
4.070992462E1,-1.917063446E0,-4.428091736E0,8.476722565E0
4.081004263E1,-1.911524963E0,-4.329147491E0,8.558901672E0
4.091016062E1,-2.046095123E0,-4.395908661E0,8.633446655E0
4.101027862E1,-2.145189056E0,-4.256997528E0,8.586145020E0
